customer_id,txn_date,txn_type,txn_amount
338,1/26/2020,purchase,618
338,3/13/2020,withdrawal,116
338,3/12/2020,deposit,793
338,3/25/2020,deposit,698
338,2/4/2020,purchase,681
338,3/9/2020,deposit,859
338,4/3/2020,purchase,808
338,2/25/2020,withdrawal,436
338,4/3/2020,purchase,695
296,2/23/2020,withdrawal,212
296,3/11/2020,deposit,317
296,3/16/2020,withdrawal,160
296,1/27/2020,withdrawal,655
296,2/17/2020,withdrawal,774
296,2/29/2020,deposit,341
296,2/1/2020,deposit,983
296,2/22/2020,deposit,733
296,4/5/2020,deposit,911
296,2/11/2020,purchase,110
374,3/28/2020,deposit,422
374,3/23/2020,purchase,3
374,1/28/2020,withdrawal,806
374,1/10/2020,purchase,654
374,1/23/2020,deposit,398
374,2/19/2020,purchase,361
374,3/31/2020,purchase,172
374,2/18/2020,deposit,98
374,3/22/2020,withdrawal,686
374,3/17/2020,deposit,885
374,1/8/2020,purchase,354
374,2/18/2020,withdrawal,572
374,1/19/2020,deposit,842
194,3/6/2020,withdrawal,532
194,3/16/2020,deposit,601
194,3/10/2020,deposit,475
194,3/24/2020,deposit,705
194,2/1/2020,purchase,634
194,3/15/2020,deposit,392
194,2/29/2020,deposit,36
194,4/13/2020,purchase,269
194,4/4/2020,withdrawal,941
194,4/24/2020,purchase,12
194,3/14/2020,deposit,220
194,4/5/2020,deposit,347
194,2/18/2020,purchase,965
194,3/10/2020,deposit,769
194,3/2/2020,withdrawal,695
194,2/1/2020,withdrawal,785
194,3/1/2020,deposit,454
135,2/21/2020,purchase,78
135,3/9/2020,withdrawal,178
135,2/11/2020,deposit,491
135,1/30/2020,withdrawal,831
135,2/16/2020,deposit,834
135,2/14/2020,deposit,470
135,2/27/2020,purchase,469
135,3/23/2020,deposit,202
135,1/22/2020,withdrawal,14
135,2/22/2020,withdrawal,375
21,3/30/2020,withdrawal,398
21,4/4/2020,withdrawal,848
21,1/20/2020,purchase,445
21,2/7/2020,purchase,637
21,3/22/2020,withdrawal,406
21,1/15/2020,withdrawal,497
21,2/18/2020,purchase,348
21,3/17/2020,deposit,103
21,2/28/2020,withdrawal,269
21,4/3/2020,withdrawal,531
21,2/26/2020,deposit,694
21,1/27/2020,deposit,412
21,3/3/2020,withdrawal,605
21,1/12/2020,deposit,298
21,3/3/2020,purchase,28
21,3/23/2020,purchase,489
21,3/6/2020,deposit,713
69,1/22/2020,deposit,3
69,4/4/2020,purchase,478
69,1/21/2020,withdrawal,812
69,3/27/2020,deposit,187
69,2/8/2020,purchase,976
69,2/22/2020,withdrawal,724
69,1/17/2020,deposit,901
69,2/25/2020,deposit,450
69,3/13/2020,purchase,755
69,2/8/2020,purchase,972
69,2/22/2020,purchase,451
69,2/14/2020,withdrawal,216
69,3/11/2020,withdrawal,541
69,3/7/2020,deposit,792
69,2/16/2020,deposit,754
69,3/24/2020,deposit,597
69,4/1/2020,purchase,269
69,1/23/2020,purchase,193
69,3/16/2020,withdrawal,237
69,3/30/2020,purchase,437
69,2/19/2020,deposit,168
32,1/15/2020,purchase,352
32,1/28/2020,deposit,97
32,2/24/2020,withdrawal,707
32,3/15/2020,withdrawal,517
32,4/7/2020,purchase,158
32,1/19/2020,purchase,527
32,1/29/2020,withdrawal,119
32,2/9/2020,deposit,957
32,3/10/2020,purchase,483
32,3/16/2020,purchase,219
32,2/12/2020,deposit,215
32,1/28/2020,deposit,0
206,2/22/2020,purchase,734
206,1/19/2020,deposit,340
206,4/4/2020,withdrawal,400
206,3/2/2020,withdrawal,766
206,3/18/2020,purchase,516
206,3/7/2020,withdrawal,168
206,3/29/2020,purchase,428
206,3/15/2020,withdrawal,915
206,1/18/2020,withdrawal,768
206,3/30/2020,purchase,311
206,3/26/2020,purchase,738
206,1/14/2020,purchase,169
206,1/12/2020,withdrawal,429
206,3/8/2020,withdrawal,183
269,4/3/2020,purchase,98
269,3/4/2020,withdrawal,24
269,3/30/2020,deposit,302
269,1/27/2020,withdrawal,705
269,2/11/2020,purchase,550
269,4/7/2020,deposit,640
269,2/2/2020,deposit,354
269,1/15/2020,deposit,351
269,2/20/2020,purchase,665
269,1/21/2020,withdrawal,895
269,1/28/2020,withdrawal,765
269,4/11/2020,deposit,64
269,2/15/2020,withdrawal,459
269,3/15/2020,deposit,766
269,1/29/2020,withdrawal,478
269,3/10/2020,deposit,471
269,1/15/2020,purchase,421
269,1/18/2020,purchase,406
460,4/2/2020,deposit,848
460,3/27/2020,purchase,994
460,3/28/2020,deposit,977
460,2/21/2020,withdrawal,966
460,2/14/2020,deposit,552
460,2/21/2020,deposit,126
460,2/26/2020,purchase,467
460,2/25/2020,withdrawal,483
328,1/30/2020,purchase,519
328,4/3/2020,deposit,726
328,3/1/2020,deposit,721
328,3/5/2020,deposit,106
328,3/31/2020,purchase,424
328,3/19/2020,deposit,493
328,4/10/2020,purchase,582
328,3/18/2020,deposit,418
328,2/10/2020,withdrawal,443
328,2/3/2020,purchase,639
328,1/28/2020,purchase,409
328,1/22/2020,withdrawal,697
328,2/22/2020,withdrawal,181
328,3/4/2020,withdrawal,688
328,2/20/2020,purchase,931
328,3/14/2020,withdrawal,819
328,3/10/2020,purchase,499
328,3/4/2020,purchase,585
407,4/4/2020,purchase,407
407,4/1/2020,purchase,999
407,4/3/2020,purchase,969
407,2/4/2020,deposit,643
407,1/23/2020,withdrawal,821
407,2/5/2020,purchase,604
407,3/16/2020,withdrawal,946
407,1/25/2020,deposit,24
351,1/12/2020,purchase,583
351,2/18/2020,deposit,228
351,2/25/2020,withdrawal,544
351,1/31/2020,withdrawal,649
351,2/13/2020,withdrawal,729
351,2/19/2020,purchase,578
351,3/27/2020,withdrawal,327
351,1/3/2020,deposit,371
458,2/17/2020,withdrawal,463
458,2/14/2020,withdrawal,905
339,2/24/2020,deposit,222
339,2/15/2020,deposit,811
339,2/6/2020,withdrawal,717
339,3/6/2020,purchase,68
339,1/17/2020,purchase,7
339,1/14/2020,purchase,173
339,3/23/2020,withdrawal,813
339,2/24/2020,deposit,538
339,3/15/2020,withdrawal,45
339,1/24/2020,deposit,136
339,2/16/2020,deposit,251
339,3/7/2020,deposit,548
339,1/31/2020,purchase,903
339,2/2/2020,deposit,994
339,3/9/2020,purchase,85
339,2/24/2020,purchase,231
496,2/11/2020,withdrawal,989
496,2/22/2020,withdrawal,581
496,3/14/2020,deposit,650
496,2/19/2020,purchase,939
496,2/19/2020,withdrawal,614
291,4/10/2020,purchase,697
291,4/1/2020,deposit,8
291,4/14/2020,deposit,290
50,2/18/2020,purchase,240
50,4/14/2020,purchase,60
50,3/1/2020,deposit,249
50,1/31/2020,deposit,32
50,3/20/2020,withdrawal,21
50,3/24/2020,purchase,564
50,3/10/2020,deposit,640
50,3/13/2020,purchase,324
50,2/2/2020,withdrawal,774
50,4/24/2020,deposit,235
50,2/8/2020,withdrawal,870
50,3/22/2020,deposit,969
50,2/13/2020,deposit,279
265,3/23/2020,purchase,835
265,2/5/2020,purchase,161
265,2/10/2020,purchase,193
265,3/3/2020,deposit,280
265,3/7/2020,deposit,36
265,4/5/2020,deposit,644
265,3/26/2020,withdrawal,881
265,3/8/2020,deposit,483
265,1/18/2020,deposit,2
265,2/17/2020,purchase,73
265,2/14/2020,purchase,577
265,2/28/2020,withdrawal,452
265,1/10/2020,deposit,92
265,1/14/2020,withdrawal,818
265,3/9/2020,deposit,531
265,3/27/2020,deposit,89
265,3/16/2020,purchase,257
265,3/29/2020,withdrawal,557
266,2/5/2020,deposit,804
266,3/12/2020,purchase,668
266,4/1/2020,withdrawal,507
266,4/15/2020,deposit,858
93,4/9/2020,withdrawal,218
93,3/27/2020,withdrawal,154
93,2/16/2020,deposit,807
93,2/9/2020,purchase,366
93,3/20/2020,deposit,993
93,2/13/2020,purchase,16
93,2/27/2020,deposit,429
93,1/20/2020,withdrawal,593
93,1/18/2020,deposit,435
93,3/30/2020,purchase,279
93,2/1/2020,withdrawal,717
93,2/23/2020,withdrawal,462
93,2/8/2020,deposit,394
93,2/21/2020,deposit,635
93,3/29/2020,withdrawal,477
1,3/5/2020,purchase,612
1,3/17/2020,deposit,324
1,3/19/2020,purchase,664
267,3/21/2020,withdrawal,501
267,4/13/2020,deposit,351
267,2/11/2020,withdrawal,523
267,1/30/2020,withdrawal,660
267,3/8/2020,purchase,880
267,4/10/2020,deposit,530
267,4/4/2020,deposit,996
267,1/31/2020,deposit,632
267,3/28/2020,withdrawal,289
267,2/27/2020,withdrawal,530
267,2/27/2020,purchase,325
267,3/21/2020,withdrawal,729
267,4/4/2020,deposit,917
267,1/29/2020,purchase,196
267,3/17/2020,withdrawal,970
267,2/20/2020,purchase,497
267,3/6/2020,deposit,201
366,2/24/2020,withdrawal,147
366,2/23/2020,withdrawal,819
366,2/12/2020,deposit,944
366,2/3/2020,deposit,444
366,2/5/2020,deposit,707
366,3/7/2020,purchase,270
366,3/3/2020,withdrawal,401
366,3/14/2020,withdrawal,291
366,2/12/2020,withdrawal,530
366,3/27/2020,purchase,174
366,2/22/2020,withdrawal,756
366,1/26/2020,withdrawal,308
366,2/22/2020,deposit,297
366,3/5/2020,purchase,19
366,3/28/2020,withdrawal,57
366,1/25/2020,purchase,708
366,2/4/2020,deposit,9
366,2/23/2020,purchase,760
366,4/3/2020,deposit,209
366,2/21/2020,deposit,569
92,3/22/2020,purchase,793
92,3/19/2020,purchase,50
89,4/16/2020,purchase,864
89,3/22/2020,withdrawal,418
89,2/25/2020,withdrawal,788
89,3/19/2020,withdrawal,757
89,4/1/2020,deposit,415
89,4/20/2020,purchase,671
89,2/14/2020,purchase,537
89,4/20/2020,withdrawal,360
89,4/6/2020,deposit,737
89,2/7/2020,withdrawal,86
89,3/23/2020,withdrawal,475
89,3/8/2020,purchase,246
89,3/1/2020,deposit,922
89,4/8/2020,deposit,249
89,2/17/2020,purchase,478
129,2/9/2020,withdrawal,376
129,2/24/2020,purchase,986
129,2/11/2020,withdrawal,359
129,4/5/2020,withdrawal,867
129,2/12/2020,withdrawal,23
129,4/1/2020,withdrawal,593
129,1/27/2020,withdrawal,508
129,3/17/2020,deposit,669
129,4/7/2020,purchase,615
129,2/15/2020,deposit,482
129,3/6/2020,purchase,154
129,3/28/2020,deposit,349
129,1/31/2020,deposit,406
198,3/8/2020,purchase,15
198,2/16/2020,withdrawal,110
198,3/30/2020,purchase,221
198,3/20/2020,purchase,498
198,2/15/2020,deposit,303
198,3/25/2020,purchase,553
198,3/21/2020,deposit,460
198,2/29/2020,withdrawal,598
198,4/15/2020,deposit,496
198,3/17/2020,withdrawal,714
198,1/20/2020,purchase,143
198,2/2/2020,purchase,248
198,2/16/2020,withdrawal,203
198,1/28/2020,deposit,716
26,3/13/2020,deposit,35
26,4/4/2020,withdrawal,456
26,4/13/2020,withdrawal,792
26,3/10/2020,withdrawal,381
26,1/26/2020,withdrawal,338
26,3/11/2020,withdrawal,437
26,2/6/2020,purchase,352
26,1/26/2020,deposit,98
26,2/27/2020,withdrawal,300
26,2/27/2020,withdrawal,17
26,3/6/2020,deposit,192
104,1/30/2020,withdrawal,328
104,3/29/2020,withdrawal,414
104,1/26/2020,purchase,46
104,2/29/2020,deposit,76
104,3/25/2020,withdrawal,321
104,2/27/2020,deposit,985
104,3/30/2020,deposit,838
104,2/24/2020,withdrawal,589
466,2/27/2020,withdrawal,923
466,3/17/2020,deposit,63
466,3/19/2020,withdrawal,197
466,2/17/2020,withdrawal,288
466,2/11/2020,deposit,143
466,2/15/2020,purchase,991
454,2/1/2020,deposit,622
454,2/26/2020,deposit,852
454,3/1/2020,withdrawal,471
454,3/4/2020,deposit,411
454,1/29/2020,purchase,881
454,3/10/2020,deposit,342
454,1/28/2020,purchase,120
454,2/1/2020,deposit,678
454,3/31/2020,deposit,800
454,3/31/2020,purchase,883
454,1/16/2020,deposit,409
454,3/1/2020,purchase,309
454,3/27/2020,deposit,48
117,1/28/2020,withdrawal,30
117,2/14/2020,withdrawal,439
117,2/25/2020,purchase,479
117,2/12/2020,deposit,727
117,3/20/2020,withdrawal,920
117,3/13/2020,deposit,430
46,4/20/2020,deposit,430
46,1/31/2020,deposit,661
46,3/4/2020,purchase,294
46,4/3/2020,deposit,631
46,3/23/2020,withdrawal,541
46,4/14/2020,purchase,152
46,3/3/2020,deposit,101
46,4/1/2020,purchase,885
46,2/15/2020,purchase,104
46,2/16/2020,deposit,970
46,1/24/2020,purchase,495
46,3/14/2020,purchase,574
96,1/3/2020,deposit,492
96,3/24/2020,withdrawal,417
96,1/20/2020,purchase,303
96,1/21/2020,withdrawal,290
96,3/10/2020,withdrawal,545
96,2/2/2020,deposit,445
96,1/24/2020,deposit,301
96,3/8/2020,deposit,488
96,3/30/2020,purchase,211
96,3/4/2020,purchase,311
96,1/31/2020,deposit,95
96,2/13/2020,purchase,30
96,3/23/2020,withdrawal,490
96,2/16/2020,withdrawal,65
96,2/28/2020,deposit,31
96,3/28/2020,deposit,891
96,2/29/2020,deposit,108
199,2/7/2020,deposit,672
199,3/6/2020,purchase,529
199,2/1/2020,withdrawal,687
199,4/2/2020,withdrawal,661
199,4/7/2020,deposit,455
55,2/17/2020,deposit,139
55,2/15/2020,purchase,806
55,3/23/2020,deposit,814
55,2/12/2020,withdrawal,570
55,4/6/2020,purchase,277
55,4/2/2020,purchase,585
55,2/28/2020,deposit,597
55,2/15/2020,deposit,408
55,3/3/2020,withdrawal,55
55,2/1/2020,purchase,558
443,3/22/2020,purchase,377
443,2/21/2020,withdrawal,57
443,3/31/2020,purchase,408
443,2/23/2020,withdrawal,592
443,3/2/2020,purchase,845
443,4/4/2020,deposit,348
443,3/28/2020,deposit,561
443,2/29/2020,deposit,599
317,2/26/2020,deposit,363
317,4/9/2020,withdrawal,237
52,2/15/2020,deposit,653
52,1/26/2020,deposit,232
52,2/5/2020,deposit,819
249,4/12/2020,withdrawal,170
249,3/2/2020,deposit,729
122,4/7/2020,withdrawal,135
122,2/13/2020,deposit,88
122,3/27/2020,deposit,725
122,4/24/2020,purchase,235
122,4/9/2020,deposit,992
122,1/29/2020,purchase,83
122,3/28/2020,deposit,80
122,4/12/2020,deposit,7
122,3/18/2020,deposit,290
122,2/5/2020,purchase,150
122,4/11/2020,withdrawal,678
122,4/20/2020,deposit,51
122,4/23/2020,withdrawal,283
59,2/13/2020,deposit,646
59,2/9/2020,deposit,50
59,4/15/2020,purchase,854
59,3/2/2020,withdrawal,105
59,3/26/2020,withdrawal,433
59,2/7/2020,deposit,570
36,4/28/2020,purchase,564
36,3/16/2020,purchase,280
36,4/22/2020,deposit,560
36,3/19/2020,deposit,421
36,2/9/2020,deposit,990
36,3/28/2020,deposit,524
36,3/16/2020,deposit,86
36,4/28/2020,purchase,610
36,2/12/2020,withdrawal,849
74,3/21/2020,deposit,89
238,4/10/2020,withdrawal,929
238,2/16/2020,deposit,161
238,1/18/2020,purchase,94
238,2/9/2020,deposit,585
238,4/12/2020,purchase,820
238,2/12/2020,withdrawal,278
334,1/25/2020,deposit,244
334,2/7/2020,deposit,706
334,4/10/2020,withdrawal,811
334,3/19/2020,withdrawal,547
334,2/23/2020,deposit,561
334,2/12/2020,deposit,280
334,3/3/2020,deposit,248
143,3/7/2020,withdrawal,574
143,2/29/2020,deposit,76
143,4/21/2020,purchase,957
143,2/4/2020,purchase,343
143,4/22/2020,deposit,445
143,4/9/2020,deposit,295
143,2/1/2020,deposit,483
143,4/23/2020,purchase,823
143,3/15/2020,purchase,494
143,3/4/2020,deposit,24
143,4/2/2020,withdrawal,561
143,2/20/2020,deposit,602
143,4/24/2020,withdrawal,549
143,4/19/2020,purchase,333
143,3/25/2020,purchase,555
406,4/4/2020,withdrawal,606
406,3/4/2020,deposit,51
406,4/6/2020,deposit,892
406,3/2/2020,deposit,177
406,3/24/2020,deposit,394
406,3/9/2020,deposit,385
406,3/12/2020,withdrawal,114
406,4/10/2020,withdrawal,342
406,2/12/2020,withdrawal,424
406,4/3/2020,withdrawal,262
406,3/3/2020,deposit,337
406,2/1/2020,deposit,829
406,3/28/2020,deposit,236
406,2/15/2020,withdrawal,69
465,2/1/2020,withdrawal,766
465,4/6/2020,purchase,156
465,3/25/2020,purchase,483
465,2/26/2020,deposit,821
465,2/11/2020,deposit,775
465,2/18/2020,withdrawal,34
465,2/22/2020,deposit,238
230,3/19/2020,deposit,527
230,3/24/2020,deposit,876
230,2/9/2020,deposit,959
230,4/6/2020,withdrawal,72
230,3/2/2020,deposit,35
230,1/28/2020,withdrawal,176
230,2/8/2020,withdrawal,108
230,2/25/2020,purchase,360
487,2/21/2020,deposit,165
487,1/25/2020,purchase,451
487,2/3/2020,withdrawal,118
487,2/16/2020,deposit,421
487,2/5/2020,deposit,861
487,1/17/2020,deposit,24
487,1/31/2020,purchase,556
487,2/22/2020,deposit,877
487,2/5/2020,withdrawal,620
487,4/3/2020,purchase,965
487,3/24/2020,withdrawal,150
487,2/6/2020,purchase,702
487,1/18/2020,deposit,372
487,4/11/2020,deposit,473
346,4/4/2020,deposit,91
346,4/2/2020,withdrawal,124
346,4/18/2020,purchase,282
346,4/4/2020,withdrawal,440
346,2/23/2020,withdrawal,600
346,4/3/2020,deposit,605
346,4/15/2020,withdrawal,850
346,4/1/2020,withdrawal,790
346,2/14/2020,withdrawal,563
346,2/12/2020,withdrawal,805
346,4/2/2020,deposit,538
346,4/9/2020,withdrawal,505
346,4/3/2020,purchase,993
356,2/15/2020,purchase,681
356,3/26/2020,purchase,539
356,3/22/2020,purchase,654
356,4/9/2020,withdrawal,644
356,1/22/2020,deposit,607
356,1/29/2020,withdrawal,783
356,4/9/2020,withdrawal,673
356,1/31/2020,purchase,444
356,2/22/2020,withdrawal,277
356,2/1/2020,withdrawal,752
356,1/13/2020,withdrawal,532
356,1/17/2020,purchase,733
356,3/25/2020,withdrawal,568
356,3/13/2020,withdrawal,828
356,1/19/2020,withdrawal,553
356,4/6/2020,deposit,953
356,2/11/2020,purchase,349
142,3/31/2020,purchase,435
142,3/11/2020,deposit,480
142,3/8/2020,deposit,55
142,4/1/2020,deposit,646
142,1/27/2020,deposit,861
142,2/10/2020,withdrawal,441
142,2/19/2020,purchase,497
142,3/4/2020,withdrawal,323
81,2/22/2020,withdrawal,558
81,4/1/2020,purchase,224
81,3/29/2020,withdrawal,643
81,4/20/2020,purchase,473
81,3/4/2020,deposit,497
81,3/9/2020,deposit,741
81,3/10/2020,withdrawal,744
81,4/14/2020,deposit,494
81,4/11/2020,purchase,65
81,2/12/2020,purchase,802
81,4/19/2020,withdrawal,610
128,4/16/2020,deposit,895
128,2/11/2020,purchase,246
128,3/7/2020,purchase,319
128,3/21/2020,purchase,601
128,4/6/2020,purchase,321
128,2/29/2020,withdrawal,492
128,2/4/2020,deposit,472
205,1/21/2020,withdrawal,451
205,2/14/2020,withdrawal,217
205,1/24/2020,purchase,249
205,2/3/2020,deposit,767
205,2/2/2020,withdrawal,342
205,1/12/2020,purchase,671
205,2/7/2020,withdrawal,432
205,1/7/2020,purchase,361
205,1/19/2020,deposit,743
205,2/22/2020,withdrawal,587
205,2/16/2020,deposit,745
205,1/14/2020,withdrawal,300
205,2/20/2020,deposit,560
205,1/17/2020,deposit,895
205,2/3/2020,deposit,683
205,1/13/2020,withdrawal,296
205,3/15/2020,purchase,144
205,2/15/2020,deposit,116
380,1/30/2020,purchase,520
380,3/28/2020,withdrawal,758
380,3/26/2020,deposit,77
380,2/17/2020,deposit,230
380,3/1/2020,purchase,336
380,3/20/2020,purchase,219
380,2/16/2020,deposit,833
380,1/12/2020,purchase,433
380,2/28/2020,purchase,758
380,1/17/2020,deposit,48
380,2/12/2020,withdrawal,919
380,1/17/2020,withdrawal,431
380,2/29/2020,withdrawal,18
380,3/20/2020,purchase,81
380,3/1/2020,purchase,864
387,4/13/2020,withdrawal,217
387,3/16/2020,deposit,721
387,4/1/2020,deposit,808
387,3/7/2020,deposit,761
387,1/29/2020,deposit,889
387,4/12/2020,purchase,688
95,3/28/2020,withdrawal,977
95,2/16/2020,deposit,706
95,1/5/2020,deposit,198
95,2/23/2020,deposit,911
95,2/26/2020,deposit,930
95,3/22/2020,deposit,949
95,2/12/2020,withdrawal,622
95,2/24/2020,withdrawal,36
95,2/27/2020,purchase,538
95,2/6/2020,withdrawal,608
95,3/27/2020,deposit,978
95,3/30/2020,purchase,530
95,3/10/2020,deposit,387
95,3/7/2020,purchase,321
388,2/21/2020,purchase,781
388,1/21/2020,deposit,550
388,3/4/2020,deposit,472
388,1/11/2020,deposit,860
388,2/4/2020,withdrawal,336
388,4/1/2020,purchase,222
91,3/31/2020,withdrawal,909
91,2/11/2020,deposit,426
91,1/22/2020,deposit,343
91,2/17/2020,withdrawal,871
91,2/25/2020,deposit,485
91,3/30/2020,deposit,486
91,2/25/2020,purchase,501
91,4/7/2020,deposit,165
91,2/10/2020,withdrawal,238
91,3/17/2020,deposit,23
91,3/14/2020,purchase,322
91,3/1/2020,purchase,979
91,2/10/2020,withdrawal,476
91,1/21/2020,purchase,883
91,1/22/2020,withdrawal,145
91,2/12/2020,deposit,796
91,2/8/2020,purchase,533
91,1/21/2020,withdrawal,218
144,2/7/2020,purchase,315
144,4/2/2020,purchase,763
144,4/7/2020,withdrawal,444
144,3/24/2020,deposit,316
144,1/17/2020,withdrawal,622
144,4/10/2020,deposit,230
144,3/31/2020,deposit,36
144,4/7/2020,deposit,479
144,4/5/2020,deposit,104
144,4/7/2020,purchase,955
144,3/20/2020,withdrawal,118
144,2/22/2020,purchase,558
144,2/22/2020,purchase,947
144,1/22/2020,withdrawal,672
144,2/18/2020,withdrawal,725
68,3/3/2020,purchase,696
68,3/23/2020,purchase,224
68,3/24/2020,deposit,234
68,3/8/2020,deposit,488
68,3/17/2020,purchase,536
68,2/27/2020,purchase,296
475,2/28/2020,withdrawal,952
475,3/24/2020,deposit,596
475,1/23/2020,withdrawal,849
475,1/21/2020,deposit,525
475,3/19/2020,purchase,4
475,2/11/2020,deposit,222
475,1/10/2020,withdrawal,476
475,3/16/2020,withdrawal,522
475,3/3/2020,purchase,710
475,1/17/2020,purchase,72
475,1/9/2020,deposit,713
475,1/10/2020,withdrawal,981
475,2/28/2020,deposit,51
475,3/1/2020,withdrawal,970
475,3/5/2020,withdrawal,523
475,3/28/2020,purchase,439
475,1/26/2020,purchase,85
475,3/20/2020,withdrawal,535
475,2/13/2020,purchase,614
247,3/11/2020,purchase,317
247,2/4/2020,deposit,348
247,2/15/2020,purchase,754
247,3/13/2020,deposit,132
247,3/28/2020,withdrawal,95
247,1/2/2020,deposit,53
120,2/11/2020,deposit,664
120,3/20/2020,withdrawal,686
120,3/20/2020,purchase,145
120,2/10/2020,deposit,313
120,2/13/2020,deposit,693
120,2/28/2020,withdrawal,582
120,4/21/2020,deposit,229
120,3/1/2020,purchase,879
120,2/22/2020,purchase,343
120,2/20/2020,deposit,402
120,2/9/2020,withdrawal,374
120,3/3/2020,withdrawal,418
120,2/17/2020,purchase,654
120,3/11/2020,purchase,685
120,4/6/2020,withdrawal,794
120,2/21/2020,deposit,970
500,3/25/2020,deposit,825
500,1/25/2020,withdrawal,986
500,1/16/2020,deposit,909
500,3/7/2020,purchase,452
500,2/1/2020,deposit,715
500,3/17/2020,deposit,344
500,3/22/2020,withdrawal,954
500,3/2/2020,deposit,862
500,2/7/2020,purchase,49
500,2/23/2020,deposit,721
500,1/27/2020,deposit,214
500,3/1/2020,purchase,929
500,1/30/2020,deposit,922
500,1/18/2020,deposit,308
500,3/11/2020,purchase,426
384,2/19/2020,purchase,425
384,2/9/2020,withdrawal,835
384,3/14/2020,purchase,981
384,3/31/2020,withdrawal,220
384,2/15/2020,deposit,600
384,1/30/2020,purchase,245
384,3/1/2020,deposit,654
384,1/21/2020,purchase,117
384,2/26/2020,deposit,635
384,2/26/2020,purchase,460
384,2/27/2020,purchase,447
384,2/6/2020,purchase,976
384,3/3/2020,withdrawal,363
384,2/7/2020,withdrawal,568
384,3/23/2020,deposit,869
311,4/2/2020,deposit,207
311,2/11/2020,deposit,476
311,3/8/2020,withdrawal,832
311,2/9/2020,withdrawal,607
311,3/12/2020,withdrawal,853
311,4/15/2020,purchase,307
311,2/21/2020,deposit,827
311,1/25/2020,purchase,994
311,3/15/2020,purchase,276
311,1/28/2020,deposit,386
287,4/11/2020,withdrawal,476
287,3/16/2020,withdrawal,932
287,2/26/2020,purchase,568
287,3/6/2020,deposit,38
287,3/28/2020,purchase,538
287,2/5/2020,purchase,227
287,4/9/2020,purchase,816
287,2/1/2020,deposit,966
287,3/13/2020,deposit,971
287,3/14/2020,deposit,518
112,3/18/2020,purchase,322
112,2/29/2020,withdrawal,122
112,3/4/2020,purchase,523
112,3/24/2020,withdrawal,164
112,2/29/2020,withdrawal,954
112,2/21/2020,deposit,317
112,2/9/2020,deposit,707
284,3/27/2020,deposit,712
284,3/5/2020,deposit,306
284,2/18/2020,withdrawal,500
284,2/14/2020,purchase,586
284,3/4/2020,purchase,852
284,2/2/2020,withdrawal,324
284,2/11/2020,purchase,210
284,4/23/2020,deposit,735
284,3/6/2020,purchase,16
284,2/5/2020,purchase,687
284,3/7/2020,withdrawal,646
284,4/10/2020,deposit,356
284,2/11/2020,withdrawal,574
284,2/22/2020,deposit,290
284,2/2/2020,deposit,862
284,3/6/2020,purchase,407
284,4/7/2020,withdrawal,741
284,2/11/2020,purchase,836
284,2/24/2020,purchase,294
284,4/1/2020,purchase,903
284,3/10/2020,deposit,679
67,2/5/2020,deposit,748
67,3/1/2020,purchase,770
67,1/26/2020,deposit,684
67,2/7/2020,purchase,393
67,1/23/2020,deposit,705
67,4/6/2020,purchase,230
67,3/1/2020,deposit,873
67,4/9/2020,purchase,751
67,4/9/2020,purchase,191
67,2/18/2020,deposit,617
67,1/23/2020,deposit,125
67,3/18/2020,withdrawal,907
67,3/24/2020,deposit,289
67,4/2/2020,deposit,344
70,1/28/2020,withdrawal,591
70,3/18/2020,withdrawal,62
70,3/29/2020,withdrawal,165
70,3/17/2020,deposit,337
70,1/17/2020,withdrawal,265
70,2/13/2020,deposit,659
70,2/11/2020,deposit,221
70,1/31/2020,withdrawal,117
70,3/22/2020,withdrawal,934
70,1/26/2020,purchase,602
70,3/9/2020,withdrawal,927
70,1/22/2020,deposit,205
70,2/25/2020,purchase,359
236,3/14/2020,deposit,347
236,4/1/2020,purchase,501
236,2/25/2020,withdrawal,170
236,2/5/2020,deposit,335
236,3/25/2020,withdrawal,966
236,3/23/2020,deposit,419
236,3/7/2020,deposit,836
236,2/18/2020,deposit,538
236,3/19/2020,withdrawal,771
236,4/10/2020,withdrawal,73
236,4/14/2020,purchase,450
234,2/1/2020,withdrawal,110
234,3/6/2020,purchase,875
234,1/24/2020,purchase,76
234,1/4/2020,purchase,134
234,3/9/2020,purchase,701
234,1/4/2020,deposit,295
234,2/2/2020,withdrawal,250
234,1/28/2020,purchase,2
234,3/3/2020,purchase,325
234,3/17/2020,withdrawal,745
234,2/29/2020,deposit,927
234,3/13/2020,deposit,904
234,2/22/2020,deposit,567
234,2/18/2020,purchase,834
234,3/20/2020,withdrawal,494
234,1/6/2020,deposit,418
234,3/15/2020,deposit,656
234,3/9/2020,purchase,426
234,3/29/2020,purchase,592
234,2/24/2020,deposit,222
234,1/16/2020,purchase,937
420,2/10/2020,purchase,430
420,4/12/2020,deposit,641
420,3/24/2020,purchase,143
420,4/21/2020,deposit,486
420,2/28/2020,deposit,28
420,4/16/2020,withdrawal,313
420,4/9/2020,purchase,435
420,2/14/2020,purchase,278
420,1/24/2020,purchase,431
420,2/21/2020,purchase,796
420,3/7/2020,withdrawal,103
420,3/6/2020,withdrawal,500
420,3/5/2020,deposit,406
420,2/23/2020,withdrawal,361
430,2/29/2020,deposit,743
430,1/29/2020,withdrawal,388
430,1/25/2020,withdrawal,449
